Altitude_m;Temperature_degC;Humidity_%;Pressure_hPa;PM1_ug/m3;PM2.5_ug/m3;PM10_ug/m3
193;1.25;41;891.78;29;50;65
192;1.29;41;891.88;31;53;69
192;1.35;41;891.83;34;58;78
192;1.39;40;891.85;34;59;83
191;1.42;40;891.92;37;59;82
192;1.45;40;891.94;36;58;81
191;1.49;40;891.94;37;59;85
192;1.51;40;891.91;37;59;84
191;1.53;39;891.94;37;61;83
192;1.55;39;891.89;37;61;87
191;1.57;39;891.96;37;58;83
191;1.60;39;891.93;37;58;83
191;1.61;39;891.93;38;61;86
191;1.63;39;891.93;38;62;88
192;1.65;39;891.88;37;62;86
192;1.67;39;891.86;37;64;87
192;1.69;38;891.90;38;63;86
191;1.70;38;891.94;38;63;86
192;1.72;38;891.90;35;57;80
192;1.73;38;891.89;35;57;81
192;1.74;38;891.87;35;53;76
192;1.76;38;891.88;35;53;75
192;1.77;38;891.91;35;56;76
192;1.78;38;891.87;35;56;76
192;1.80;38;891.89;35;57;79
192;1.80;38;891.87;35;57;80
192;1.82;38;891.91;35;56;79
191;1.83;37;891.95;33;54;77
191;1.85;37;891.97;34;53;77
191;1.86;37;891.93;33;54;79
192;1.87;37;891.88;32;52;77
191;1.88;37;891.95;32;52;77
191;1.89;37;891.99;33;56;80
191;1.90;37;891.98;33;57;79
191;1.91;37;891.93;35;61;83
192;1.92;37;891.91;36;63;85
191;1.92;37;891.97;35;61;81
192;1.93;37;891.91;35;61;81
191;1.94;37;891.98;36;60;83
191;1.95;37;892.01;36;60;83
191;1.96;37;892.01;35;58;80
192;1.95;37;891.91;35;58;80
192;1.96;37;891.86;32;53;73
192;1.96;37;891.89;32;53;75
192;1.96;37;891.89;32;54;73
191;1.96;37;891.95;32;54;72
192;1.96;37;891.91;32;53;75
197;1.95;37;891.32;32;53;75
209;1.95;36;889.99;31;53;73
217;1.96;36;889.19;31;53;73
225;1.98;35;888.27;26;43;63
234;2.01;35;887.30;25;41;59
244;2.03;34;886.24;16;27;34
253;2.06;34;885.25;15;27;34
264;2.11;33;884.10;12;24;27
274;2.15;33;883.05;12;24;27
286;2.22;32;881.73;10;20;25
289;2.27;32;881.37;10;20;25
289;2.33;32;881.40;7;16;20
289;2.37;32;881.45;7;16;20
288;2.43;31;881.46;6;10;15
288;2.48;31;881.57;6;10;15
288;2.54;31;881.56;5;8;12
287;2.58;31;881.59;5;8;12
287;2.65;31;881.62;5;6;8
287;2.69;31;881.62;5;6;8
287;2.75;30;881.60;5;7;8
288;2.79;30;881.56;5;7;8
287;2.84;30;881.61;5;7;9
287;2.87;30;881.64;5;7;8
287;2.92;30;881.61;5;7;7
287;2.95;30;881.60;5;7;7
287;2.98;30;881.57;5;7;7
288;3.01;30;881.56;5;7;7
288;3.04;30;881.57;5;8;10
287;3.08;30;881.60;5;8;10
287;3.11;29;881.61;5;7;10
287;3.13;29;881.59;5;7;10
287;3.15;29;881.60;5;7;11
287;3.16;29;881.62;5;7;11
287;3.18;29;881.63;6;8;12
287;3.20;29;881.62;6;8;12
287;3.21;29;881.60;5;7;11
287;3.22;29;881.58;5;7;11
287;3.24;29;881.58;5;6;7
287;3.25;29;881.62;5;6;7
287;3.27;29;881.60;6;8;8
288;3.27;29;881.56;6;8;8
288;3.29;29;881.56;5;7;7
287;3.29;29;881.57;5;7;7
288;3.31;29;881.54;5;6;6
288;3.32;29;881.53;5;6;6
288;3.33;29;881.53;5;7;10
287;3.34;29;881.57;5;7;10
288;3.35;29;881.55;5;7;10
288;3.36;29;881.56;5;7;10
287;3.37;29;881.60;3;6;10
287;3.37;29;881.61;3;6;10
288;3.38;28;881.55;3;7;11
288;3.38;28;881.56;3;7;11
287;3.38;28;881.57;3;7;12
288;3.39;28;881.52;3;7;12
288;3.39;28;881.53;3;6;8
288;3.39;28;881.55;3;6;8
288;3.40;28;881.50;3;6;10
288;3.40;28;881.53;3;6;10
293;3.40;28;880.98;3;7;11
300;3.40;28;880.26;3;7;11
309;3.41;28;879.31;5;7;10
316;3.41;28;878.49;5;7;10
327;3.42;28;877.32;3;7;10
335;3.43;28;876.49;3;7;10
348;3.45;28;875.15;3;8;10
357;3.46;28;874.15;3;8;10
370;3.47;28;872.78;3;6;7
378;3.47;28;871.87;3;6;7
384;3.48;28;871.22;2;6;6
384;3.48;28;871.26;2;6;6
384;3.48;28;871.29;2;5;5
384;3.48;28;871.30;2;5;5
383;3.49;28;871.38;2;5;5
383;3.48;28;871.38;2;5;5
382;3.49;28;871.43;2;6;6
383;3.48;28;871.37;2;6;6
383;3.49;28;871.41;3;6;8
383;3.48;28;871.42;3;6;8
382;3.48;28;871.44;3;6;8
382;3.48;28;871.46;3;6;8
382;3.48;28;871.46;3;5;8
382;3.47;28;871.46;3;5;8
382;3.46;28;871.43;3;5;7
382;3.47;28;871.45;3;5;7
382;3.46;28;871.43;3;5;7
382;3.46;28;871.44;3;5;7
382;3.45;28;871.46;3;5;6
382;3.46;28;871.44;3;5;6
382;3.46;28;871.47;3;5;6
382;3.45;28;871.51;3;5;6
381;3.45;28;871.57;2;5;6
381;3.45;28;871.55;2;5;6
382;3.45;28;871.53;3;5;6
381;3.45;28;871.53;3;5;6
382;3.44;28;871.45;2;5;6
382;3.44;28;871.50;2;5;6
382;3.43;28;871.53;2;3;6
382;3.43;28;871.49;2;3;6
382;3.42;28;871.45;2;3;5
382;3.41;28;871.46;2;3;5
382;3.41;28;871.46;2;3;5
382;3.41;28;871.46;2;3;5
382;3.41;28;871.52;2;2;6
382;3.40;28;871.50;2;2;6
382;3.40;28;871.43;2;3;6
382;3.41;28;871.48;2;3;6
382;3.41;28;871.45;3;5;6
382;3.41;28;871.43;3;5;6
382;3.40;28;871.46;3;5;8
382;3.40;28;871.46;3;5;8
382;3.40;28;871.44;2;3;7
382;3.39;28;871.47;2;3;7
383;3.40;28;871.42;3;5;6
382;3.40;28;871.47;3;5;6
387;3.40;28;870.94;2;3;6
391;3.39;28;870.50;2;3;6
399;3.39;28;869.69;2;3;6
406;3.39;28;868.93;2;3;6
419;3.39;28;867.53;2;3;3
429;3.38;28;866.49;2;3;3
442;3.38;28;865.09;2;3;6
451;3.36;28;864.14;2;3;6
466;3.36;28;862.54;1;3;7
474;3.34;28;861.74;1;3;7
476;3.33;27;861.58;1;2;6
475;3.33;27;861.65;1;2;6
475;3.32;27;861.66;1;1;5
474;3.30;27;861.69;1;1;5
474;3.28;27;861.74;1;1;5
474;3.27;27;861.72;1;1;5
473;3.26;27;861.80;0;0;2
473;3.25;27;861.84;0;0;2
473;3.24;27;861.82;0;0;0
473;3.23;27;861.82;0;0;0
473;3.21;27;861.84;0;0;2
473;3.20;27;861.86;0;0;2
473;3.20;27;861.88;1;1;3
473;3.20;27;861.89;1;1;3
472;3.19;27;861.92;1;1;3
472;3.19;27;861.91;1;1;3
473;3.18;27;861.89;1;1;5
472;3.18;27;861.95;1;1;5
473;3.17;27;861.93;1;2;6
473;3.17;27;861.89;1;2;6
472;3.16;27;861.91;1;3;5
473;3.15;28;861.88;1;3;5
472;3.14;28;861.92;1;2;5
472;3.14;28;861.94;1;2;5
472;3.13;28;861.94;1;3;5
472;3.12;28;861.93;1;3;5
472;3.12;28;861.93;2;2;6
472;3.12;28;861.93;2;2;6
473;3.10;28;861.90;1;2;5
473;3.11;28;861.89;1;2;5
473;3.10;28;861.88;1;2;5
473;3.10;28;861.89;1;2;5
473;3.09;28;861.90;1;3;3
472;3.09;28;861.91;1;3;3
473;3.08;28;861.88;1;3;6
472;3.08;28;861.91;1;3;6
472;3.07;28;861.92;1;5;6
472;3.07;28;861.93;1;5;6
472;3.06;28;861.97;2;5;6
472;3.06;28;861.93;2;5;6
472;3.05;28;861.92;1;5;7
473;3.05;28;861.89;1;5;7
473;3.04;28;861.88;1;3;6
472;3.04;28;861.92;1;3;6
472;3.03;28;861.90;1;3;3
473;3.03;28;861.83;1;3;3
473;3.01;28;861.87;1;1;2
473;3.01;28;861.89;1;1;2
473;3.00;28;861.89;1;1;3
473;3.00;28;861.85;1;1;3
472;2.99;28;861.91;1;1;2
472;2.98;28;861.92;1;1;2
472;2.98;28;861.96;1;1;3
473;2.98;28;861.87;1;1;3
469;2.98;28;862.26;1;2;3
461;2.97;28;863.06;1;2;3
452;2.98;28;864.03;2;2;5
445;2.98;28;864.83;2;2;5
435;2.99;28;865.85;2;3;5
428;2.98;29;866.56;2;3;5
418;2.98;29;867.64;2;3;5
410;2.98;28;868.46;2;3;5
397;2.99;29;869.88;2;3;6
391;2.99;29;870.57;2;3;6
383;2.99;29;871.38;2;3;6
375;3.00;28;872.17;2;3;6
365;3.00;28;873.29;2;3;5
358;3.00;28;874.05;2;3;5
346;3.01;28;875.21;2;3;6
339;3.01;28;876.01;2;3;6
329;3.01;28;877.14;2;3;6
322;3.01;28;877.88;2;3;6
311;3.01;28;879.05;2;3;6
304;3.01;28;879.82;2;3;6
296;3.01;28;880.61;2;5;10
291;3.02;28;881.20;2;5;10
280;3.03;28;882.34;2;5;10
274;3.04;28;883.03;2;5;10
264;3.06;28;884.09;3;6;10
258;3.05;29;884.73;3;6;10
245;3.03;29;886.15;5;7;11
241;3.01;29;886.61;5;7;11
230;2.98;30;887.79;8;13;20
223;2.96;31;888.47;12;17;20
215;2.93;31;889.38;24;39;50
206;2.92;32;890.36;26;43;55
199;2.90;32;891.10;32;53;70
192;2.88;32;891.90;34;54;74
186;2.85;33;892.56;35;55;78
177;2.83;34;893.47;35;55;78
170;2.83;34;894.25;40;64;93
163;2.80;35;894.99;43;68;97
155;2.78;36;895.84;55;98;132
149;2.78;37;896.57;60;105;142
142;2.76;39;897.33;76;135;186
135;2.75;40;898.08;76;135;186
125;2.72;41;899.13;84;153;213
118;2.71;42;899.81;84;153;213
112;2.69;42;900.60;99;176;259
105;2.68;43;901.32;102;180;263
97;2.65;44;902.17;116;206;306
91;2.63;44;902.91;120;215;309
82;2.60;45;903.83;130;239;335
75;2.57;45;904.58;130;239;336
65;2.53;46;905.75;134;246;352
57;2.47;46;906.54;134;246;352
48;2.41;46;907.60;130;244;334
42;2.35;45;908.28;130;244;334
30;2.32;45;909.54;127;234;320
22;2.27;44;910.47;127;234;320
19;2.15;43;910.78;119;214;287
13;2.10;43;911.40;118;213;287
7;2.07;42;912.06;114;196;252
7;2.03;42;912.13;114;196;252
2;1.84;42;912.61;111;191;239
2;1.71;43;912.69;111;191;239
-1;1.58;43;912.99;110;187;239
-1;1.61;43;913.00;110;187;239
-1;1.61;44;913.01;110;186;233
-1;1.57;44;913.00;110;186;233
-1;1.56;44;913.01;113;189;249
-1;1.55;44;912.95;113;189;249
-1;1.51;44;913.00;116;196;268
-1;1.49;44;912.97;116;196;268
-1;1.47;44;912.98;116;195;274
-1;1.45;44;912.98;116;195;274
-1;1.45;44;913.02;116;194;278
-1;1.43;44;913.00;116;194;278
-1;1.40;44;912.99;117;198;285
-2;1.37;45;913.04;117;198;285
-1;1.34;45;913.02;119;197;278
-2;1.33;45;913.03;119;197;278
-2;1.27;45;913.05;118;194;276
-1;1.23;45;913.02;118;194;276
-1;1.24;45;912.95;120;198;277
-2;1.20;45;913.04;118;196;274
-2;1.20;45;913.04;119;200;281
-2;1.16;45;913.04;117;201;288
-1;1.17;45;913.01;120;201;292
-1;1.16;45;913.00;120;201;292
-1;1.20;45;913.01;121;206;301
-2;1.25;45;913.05;121;206;301
-2;1.27;45;913.07;121;206;301
-2;1.30;45;913.03;119;198;295
-2;1.33;45;913.03;119;199;296
-1;1.43;46;912.99;114;195;280
-1;1.46;46;913.02;112;198;282
-1;1.55;46;913.00;111;202;286
-1;1.58;46;912.99;111;201;274
-1;1.60;46;913.02;116;206;288
-1;1.62;46;913.01;119;206;283
-1;1.62;46;913.01;118;203;279
-2;1.63;46;913.03;120;208;283
-1;1.56;45;913.01;120;205;276
-2;1.54;45;913.03;120;204;276
-1;1.51;45;913.00;114;195;262
-1;1.63;46;913.02;114;194;261
-1;1.71;46;912.98;117;202;264
-1;1.79;46;912.97;117;202;271
