Altitude_m;Temperature_degC;Humidity_%;Pressure_hPa;PM1_ug/m3;PM2.5_ug/m3;PM10_ug/m3
191;-0.15;54;920.69;52;83;106
191;-0.13;53;920.70;50;81;102
191;-0.13;53;920.69;49;80;103
191;-0.14;53;920.71;46;80;103
191;-0.15;53;920.72;46;80;103
191;-0.15;53;920.75;49;83;108
191;-0.15;53;920.70;51;84;112
191;-0.17;54;920.72;52;88;116
191;-0.14;53;920.75;52;89;117
191;-0.15;53;920.69;53;97;120
191;-0.15;53;920.71;52;95;117
192;-0.14;53;920.66;52;93;113
191;-0.14;53;920.71;52;92;115
191;-0.14;53;920.72;49;89;111
191;-0.13;53;920.74;49;89;111
191;-0.12;52;920.75;47;82;109
191;-0.14;52;920.73;47;83;110
190;-0.12;53;920.79;47;84;107
191;-0.14;53;920.71;48;86;108
191;-0.14;53;920.71;46;81;104
191;-0.14;53;920.75;46;81;104
191;-0.16;53;920.71;47;80;107
191;-0.15;53;920.69;48;80;107
191;-0.14;53;920.69;49;84;118
191;-0.15;53;920.73;52;87;119
191;-0.15;53;920.74;55;92;127
194;-0.18;53;920.40;53;92;124
199;-0.22;53;919.79;52;88;119
204;-0.22;52;919.28;52;88;119
212;-0.16;51;918.34;52;81;108
217;-0.08;51;917.83;52;81;108
223;-0.01;51;917.13;59;95;127
230;0.08;51;916.43;61;99;134
238;0.18;52;915.46;79;133;183
247;0.28;52;914.54;86;145;197
258;0.38;52;913.31;92;162;224
269;0.45;52;912.10;92;162;224
283;0.55;52;910.54;94;162;220
287;0.62;52;910.11;95;166;224
287;0.69;52;910.13;89;153;193
286;0.74;51;910.20;87;151;189
286;0.80;51;910.24;87;150;186
285;0.86;51;910.33;84;146;181
285;0.91;51;910.28;85;145;181
285;0.96;51;910.32;86;147;183
285;1.03;50;910.33;85;146;186
285;1.07;50;910.34;84;146;188
285;1.11;50;910.35;80;143;183
285;1.15;50;910.29;80;143;190
285;1.18;50;910.36;77;146;197
285;1.19;50;910.36;79;146;198
284;1.21;50;910.42;81;147;208
284;1.26;50;910.41;81;147;208
284;1.28;50;910.43;83;150;208
284;1.31;50;910.43;83;150;208
284;1.33;50;910.48;83;150;208
284;1.36;49;910.45;84;148;204
283;1.37;49;910.53;84;148;204
283;1.45;49;910.51;86;150;212
283;1.49;49;910.50;86;146;204
283;1.52;49;910.49;86;145;202
283;1.58;49;910.52;86;145;202
283;1.61;49;910.53;85;142;195
283;1.62;49;910.53;85;143;196
283;1.68;48;910.51;84;141;199
284;1.71;48;910.48;83;140;198
283;1.76;48;910.53;79;137;199
283;1.78;48;910.51;79;137;199
283;1.82;48;910.57;78;135;204
283;1.86;48;910.52;78;135;204
283;1.89;48;910.50;75;134;195
283;1.88;47;910.57;75;134;196
283;1.89;47;910.53;74;132;190
284;1.91;47;910.49;74;131;192
283;1.95;47;910.53;79;133;212
283;1.95;47;910.53;79;133;212
283;1.99;47;910.55;80;132;208
283;2.01;47;910.50;80;132;208
283;1.99;47;910.52;82;131;208
283;1.98;47;910.53;82;131;208
283;1.99;47;910.53;83;136;209
283;2.00;47;910.52;82;136;202
283;2.03;47;910.50;79;142;195
283;2.02;47;910.54;80;149;202
283;2.02;47;910.50;83;157;204
283;2.03;47;910.52;83;157;204
283;2.07;47;910.52;83;154;207
284;2.10;47;910.46;83;152;207
283;2.12;46;910.50;80;141;193
286;2.10;46;910.24;80;136;192
295;2.02;47;909.20;80;133;191
307;1.95;47;907.88;79;130;190
319;1.91;46;906.59;75;128;191
330;1.88;45;905.40;75;130;196
343;1.85;42;904.00;59;102;159
354;1.83;40;902.80;54;90;138
366;1.80;38;901.47;35;58;86
377;1.78;37;900.27;29;49;77
384;1.79;36;899.51;14;29;45
384;1.88;35;899.42;14;29;45
383;1.96;34;899.56;7;15;23
383;1.99;34;899.54;7;15;23
383;2.05;33;899.59;5;10;19
383;2.09;33;899.61;5;10;19
382;2.14;33;899.65;3;10;15
382;2.18;33;899.70;3;10;15
382;2.24;32;899.66;5;9;13
382;2.27;32;899.69;5;9;13
382;2.32;32;899.72;6;10;14
381;2.34;32;899.75;6;10;14
382;2.38;31;899.70;6;11;17
382;2.41;31;899.72;6;11;17
382;2.44;31;899.72;5;14;18
382;2.47;31;899.73;5;14;18
382;2.55;31;899.66;5;14;28
382;2.61;31;899.68;5;14;28
382;2.69;31;899.69;5;14;31
382;2.73;30;899.71;5;14;31
382;2.79;30;899.69;5;13;31
382;2.83;30;899.66;5;13;31
382;2.88;30;899.72;5;13;31
381;2.92;30;899.76;5;13;31
382;2.95;30;899.72;6;13;31
382;2.98;30;899.72;6;13;31
382;3.02;30;899.74;6;11;21
382;3.04;30;899.66;6;11;21
382;3.07;29;899.69;6;11;19
382;3.09;29;899.72;6;11;19
382;3.12;29;899.74;6;11;17
382;3.14;29;899.74;6;11;17
382;3.16;29;899.74;6;11;21
381;3.17;29;899.76;6;11;21
382;3.19;29;899.74;5;10;17
382;3.21;29;899.74;5;10;17
381;3.22;29;899.80;5;10;17
381;3.23;29;899.77;5;10;17
381;3.24;29;899.76;6;11;18
381;3.25;29;899.76;6;11;18
381;3.26;29;899.76;6;11;17
381;3.27;29;899.75;6;11;17
382;3.28;29;899.74;6;11;14
381;3.28;29;899.76;6;11;14
381;3.29;29;899.78;6;11;19
383;3.30;29;899.58;6;11;19
388;3.18;28;899.02;6;11;20
394;3.10;28;898.36;6;11;20
404;3.04;28;897.34;6;11;19
410;3.01;28;896.60;6;11;19
418;3.04;28;895.77;5;10;19
424;3.04;28;895.11;5;10;19
435;2.99;28;893.90;3;7;17
443;2.98;27;893.07;3;7;17
457;2.96;27;891.51;3;6;10
467;2.97;27;890.48;3;6;10
475;3.00;27;889.57;1;3;6
475;3.05;27;889.60;1;3;6
474;3.12;27;889.66;1;1;2
474;3.16;27;889.68;1;1;2
474;3.23;27;889.75;0;0;0
473;3.27;27;889.79;0;0;0
473;3.32;27;889.85;0;0;0
473;3.36;27;889.84;0;0;0
473;3.41;26;889.83;0;0;0
473;3.44;26;889.86;0;0;0
472;3.50;26;889.88;0;0;0
472;3.53;26;889.90;0;0;0
472;3.58;26;889.90;0;0;0
472;3.61;26;889.89;0;0;0
473;3.64;26;889.83;0;0;0
473;3.67;26;889.84;0;0;0
472;3.71;26;889.88;0;0;0
473;3.73;26;889.82;0;0;0
473;3.77;26;889.84;0;0;0
472;3.80;26;889.86;0;0;0
473;3.83;26;889.84;0;0;0
473;3.85;26;889.81;0;0;0
473;3.89;26;889.79;0;0;0
473;3.91;26;889.86;0;0;0
473;3.93;25;889.85;0;0;1
473;3.96;25;889.82;0;0;1
473;4.00;25;889.86;0;0;1
473;4.01;25;889.86;0;0;1
473;4.03;25;889.86;0;0;1
473;4.05;25;889.85;0;0;1
473;4.07;25;889.81;0;0;1
473;4.08;25;889.80;0;0;1
473;4.11;25;889.84;0;0;1
473;4.13;25;889.85;0;0;1
473;4.14;25;889.81;0;0;0
474;4.14;25;889.68;0;0;0
474;4.22;25;889.73;0;0;0
474;4.22;25;889.70;0;0;0
474;4.23;25;889.70;0;0;0
474;4.24;25;889.70;0;0;0
465;4.26;25;890.65;0;0;0
459;4.27;25;891.33;0;0;0
449;4.27;25;892.40;0;0;0
443;4.25;25;893.10;0;0;0
431;4.22;25;894.32;1;1;1
424;4.21;25;895.13;1;1;1
413;4.22;25;896.29;1;1;1
406;4.22;25;897.08;1;1;1
395;4.20;25;898.28;1;3;5
388;4.20;26;899.04;1;6;7
380;4.19;26;899.92;2;10;15
373;4.21;26;900.66;2;11;18
366;4.21;26;901.46;5;15;24
359;4.21;26;902.18;3;14;24
353;4.21;26;902.90;5;14;26
345;4.20;26;903.70;5;14;26
334;4.21;27;904.90;6;15;25
327;4.20;28;905.66;6;15;25
320;4.19;30;906.48;28;47;73
313;4.17;31;907.22;33;56;84
305;4.14;33;908.12;55;95;134
298;4.11;34;908.89;64;109;154
289;4.07;35;909.84;80;136;179
283;4.07;36;910.58;80;136;179
273;3.98;37;911.67;84;138;184
266;3.90;37;912.41;84;138;184
257;3.82;38;913.38;80;138;184
250;3.75;38;914.23;81;141;189
241;3.69;39;915.20;79;138;197
233;3.63;39;916.04;80;138;198
225;3.60;40;916.91;82;139;194
218;3.51;40;917.72;82;139;194
207;3.39;39;918.94;83;142;208
201;3.35;39;919.65;80;133;197
192;3.27;39;920.57;69;113;155
184;3.15;40;921.46;64;108;146
177;3.00;41;922.32;52;90;119
169;3.00;42;923.18;50;90;121
162;2.84;42;924.00;52;91;126
155;2.76;43;924.78;52;91;126
145;2.64;43;925.84;56;98;137
139;2.53;43;926.56;56;98;137
129;2.42;44;927.59;62;108;146
122;2.37;44;928.44;62;108;146
112;2.23;45;929.49;76;134;177
105;2.19;45;930.33;86;152;205
98;2.11;45;931.05;106;189;255
92;1.98;45;931.75;106;190;256
85;1.83;45;932.52;96;174;249
76;1.69;45;933.54;87;160;230
70;1.67;45;934.24;78;142;209
65;1.55;45;934.76;78;143;211
58;1.26;45;935.56;83;151;214
52;1.12;45;936.28;84;155;220
44;1.02;46;937.23;90;166;240
36;1.00;46;938.10;90;170;240
28;0.97;46;939.00;92;175;245
20;0.94;46;939.88;94;173;251
17;0.79;46;940.26;97;186;258
12;0.61;47;940.84;101;189;261
6;0.50;47;941.50;114;198;274
4;0.44;48;941.72;115;199;268
2;0.27;48;941.94;122;206;269
2;0.26;48;941.96;126;211;285
-1;0.11;49;942.32;122;218;289
-2;0.12;49;942.38;120;216;292
-2;0.13;49;942.42;124;222;313
-2;0.16;49;942.42;123;218;303
-3;0.18;49;942.46;125;215;306
-2;0.19;49;942.42;125;215;306
-3;0.20;50;942.44;126;218;312
-3;0.21;50;942.47;126;218;312
-2;0.21;50;942.43;125;211;304
-3;0.20;50;942.46;124;212;306
-3;0.21;50;942.50;124;212;312
-3;0.20;50;942.51;125;213;310
-3;0.23;50;942.51;124;216;313
-3;0.24;50;942.48;124;214;308
-3;0.23;50;942.52;128;222;319
-3;0.22;50;942.49;127;220;316
-3;0.25;50;942.48;123;213;300
-3;0.27;50;942.51;124;215;295
-3;0.28;51;942.51;123;223;316
-3;0.29;51;942.51;124;222;312
-3;0.31;51;942.53;125;225;323
-3;0.30;51;942.50;125;225;323
-3;0.26;51;942.48;126;225;327
-3;0.25;51;942.46;126;225;327
-3;0.29;51;942.48;123;220;314
-3;0.30;51;942.52;124;221;315
-3;0.30;52;942.52;124;219;318
-3;0.31;52;942.52;124;219;318
-3;0.33;52;942.54;124;219;315
-3;0.33;52;942.50;127;222;322
-3;0.34;52;942.51;127;224;314
-3;0.35;52;942.48;127;226;318
-3;0.31;52;942.52;127;228;318
-3;0.28;52;942.54;126;226;322
-3;0.25;52;942.52;124;223;320
-3;0.25;52;942.52;127;228;328
-3;0.19;52;942.50;127;230;337
