Altitude_m;Temperature_degC;Humidity_%;Pressure_hPa;PM1_ug/m3;PM2.5_ug/m3;PM10_ug/m3
-3;6.28;33;945.60;144;248;314
-3;6.10;34;945.40;156;274;350
0;5.89;34;945.15;156;271;347
-2;5.73;34;945.27;153;267;341
-2;5.60;34;945.38;153;267;339
-1;5.46;35;945.24;152;266;332
-2;5.34;35;945.28;152;266;332
-3;5.17;35;945.42;149;263;329
-3;5.02;35;945.43;153;269;330
-2;4.87;35;945.34;154;264;326
-3;4.67;36;945.46;153;258;326
-7;4.44;36;945.75;158;264;332
-5;4.29;36;945.65;158;263;332
-5;4.15;37;945.69;158;267;330
-4;4.06;37;945.51;158;267;330
-3;3.89;37;945.41;157;269;337
-4;3.79;37;945.60;157;269;337
-4;3.65;38;945.60;160;278;344
-5;3.52;38;945.71;162;279;347
-6;3.40;38;945.73;156;275;358
-4;3.27;38;945.52;154;273;356
-5;3.15;39;945.61;158;276;358
-4;3.05;39;945.57;158;278;361
-3;2.91;39;945.45;158;284;363
-4;2.83;39;945.52;157;279;354
-4;2.73;40;945.55;160;291;372
-3;2.65;40;945.45;159;293;374
-3;2.55;40;945.39;160;285;382
-2;2.45;40;945.37;161;291;386
-3;2.37;40;945.42;164;293;391
-3;2.31;41;945.45;164;293;391
-5;2.21;41;945.62;164;288;378
-4;2.13;41;945.60;165;289;379
-4;1.97;41;945.53;166;284;366
-5;1.89;41;945.67;166;284;366
-5;1.79;42;945.65;162;277;363
-7;1.70;42;945.88;162;277;363
-6;1.55;42;945.76;165;281;379
-1;1.44;43;945.26;162;285;380
-1;1.45;43;945.26;151;263;378
-1;1.45;43;945.17;151;263;376
-1;1.46;43;945.22;149;251;350
0;1.46;43;945.10;149;251;350
0;1.45;43;945.08;153;264;368
0;1.44;43;945.14;152;262;366
0;1.43;43;945.13;151;267;367
0;1.40;43;945.12;150;263;362
-1;1.37;43;945.24;143;251;353
-2;1.31;43;945.38;139;245;348
-3;1.17;44;945.41;122;213;308
-2;1.11;44;945.34;122;214;307
-1;1.05;44;945.25;118;209;294
-1;1.00;44;945.23;118;209;294
-4;0.85;44;945.55;125;221;315
-3;0.74;45;945.47;125;222;316
-3;0.62;45;945.47;133;230;319
-2;0.50;45;945.29;133;230;319
1;0.42;46;944.99;141;243;357
7;0.33;46;944.36;141;243;357
11;0.25;46;943.82;128;215;322
17;0.17;46;943.13;124;205;317
22;0.24;46;942.64;110;185;276
28;0.25;46;941.94;110;184;257
34;0.24;46;941.22;129;230;306
40;0.23;46;940.55;130;231;307
46;0.22;46;939.94;150;263;349
51;0.20;46;939.35;152;267;360
57;0.16;46;938.62;159;273;389
62;0.14;46;938.07;154;265;373
67;0.11;46;937.46;153;269;377
73;0.09;46;936.85;153;269;377
79;0.06;46;936.12;156;281;388
82;0.01;46;935.78;156;281;388
88;-0.10;46;935.12;154;278;379
91;-0.15;46;934.80;157;284;387
94;-0.20;45;934.52;158;289;400
94;-0.26;45;934.44;158;289;400
94;-0.34;45;934.52;160;288;391
93;-0.40;45;934.61;160;288;391
91;-0.49;45;934.77;160;280;380
92;-0.53;46;934.76;160;280;380
92;-0.60;46;934.67;157;272;355
92;-0.66;46;934.69;156;273;362
92;-0.70;46;934.68;155;278;366
92;-0.75;46;934.65;153;280;373
93;-0.81;46;934.64;153;280;385
92;-0.85;46;934.66;153;280;385
93;-0.91;47;934.62;155;278;382
92;-0.95;47;934.67;155;278;382
92;-0.99;47;934.70;156;275;386
92;-1.02;47;934.72;156;275;386
92;-1.07;47;934.70;155;274;368
92;-1.10;47;934.70;156;275;369
92;-1.13;47;934.71;157;283;386
92;-1.16;47;934.69;157;280;380
92;-1.19;47;934.66;152;279;383
92;-1.20;48;934.65;157;281;379
93;-1.22;48;934.61;154;278;374
92;-1.23;48;934.65;154;278;374
92;-1.22;48;934.66;160;279;375
92;-1.22;48;934.76;160;279;375
90;-1.23;48;934.93;162;281;371
90;-1.23;48;934.97;163;282;373
90;-1.27;48;934.91;162;278;373
91;-1.28;49;934.80;162;278;373
94;-1.31;49;934.48;164;283;388
97;-1.33;49;934.11;164;283;388
97;-1.36;49;934.15;163;280;409
96;-1.40;49;934.28;163;280;409
94;-1.44;49;934.44;163;282;413
91;-1.47;49;934.79;163;282;413
84;-1.48;49;935.59;164;280;414
81;-1.48;49;935.92;165;284;423
85;-1.49;49;935.47;173;303;447
87;-1.49;50;935.23;174;306;437
89;-1.50;50;935.05;178;319;464
91;-1.53;50;934.81;178;315;454
93;-1.56;50;934.62;177;310;430
95;-1.60;50;934.33;177;310;430
104;-1.63;50;933.36;173;305;415
114;-1.65;49;932.23;168;298;406
126;-1.67;49;930.91;174;307;421
136;-1.70;49;929.79;171;304;424
148;-1.79;49;928.40;154;278;397
157;-1.87;49;927.48;152;271;388
163;-1.89;49;926.75;139;251;368
170;-1.89;49;926.01;135;239;343
176;-1.91;49;925.30;129;232;328
182;-1.93;48;924.60;128;228;312
189;-1.98;48;923.83;121;211;287
189;-2.00;48;923.86;120;211;287
189;-2.01;48;923.89;123;210;302
188;-2.05;48;923.94;125;216;306
188;-2.06;48;923.98;131;227;327
187;-2.09;48;924.01;131;227;327
188;-2.12;48;923.96;141;241;360
188;-2.14;49;923.96;141;241;359
188;-2.20;49;923.92;144;247;360
188;-2.22;49;923.94;144;247;360
188;-2.27;48;923.92;142;251;363
188;-2.29;48;923.90;142;251;363
189;-2.32;48;923.88;136;239;345
188;-2.34;48;923.93;137;235;343
188;-2.37;48;923.96;133;236;327
188;-2.39;48;923.98;133;238;331
188;-2.41;48;923.98;140;241;313
188;-2.44;48;923.95;140;241;316
188;-2.46;48;923.92;136;231;309
188;-2.48;48;923.98;133;228;308
189;-2.50;48;923.89;125;218;291
188;-2.52;48;923.95;127;221;292
188;-2.54;49;923.98;123;229;318
188;-2.58;49;923.99;126;233;319
188;-2.59;49;923.93;124;225;309
187;-2.61;49;924.04;124;225;309
185;-2.64;48;924.25;120;217;306
186;-2.67;48;924.15;120;217;306
187;-2.69;48;924.08;114;209;296
188;-2.70;48;923.96;114;209;296
189;-2.70;48;923.81;115;203;282
191;-2.71;48;923.62;115;205;283
193;-2.72;48;923.40;114;207;277
194;-2.73;48;923.30;116;213;280
193;-2.74;48;923.35;103;184;240
192;-2.74;48;923.45;103;184;240
187;-2.70;48;924.07;97;174;225
182;-2.67;48;924.66;97;174;225
174;-2.62;48;925.50;91;157;208
169;-2.62;48;926.07;91;157;208
170;-2.65;48;925.94;94;155;208
180;-2.72;48;924.81;96;161;214
195;-2.78;48;923.17;99;161;217
214;-2.83;48;921.06;97;161;216
237;-2.88;48;918.52;71;123;174
258;-2.92;48;916.20;71;123;174
289;-2.98;47;912.77;59;102;138
308;-2.99;46;910.64;52;89;125
331;-3.03;45;908.15;43;67;99
350;-3.05;44;905.99;42;64;93
370;-3.07;43;903.85;32;46;73
386;-3.08;43;902.08;29;43;68
403;-3.09;42;900.26;23;36;61
415;-3.09;42;898.91;20;33;49
428;-3.07;42;897.55;27;46;62
435;-3.05;42;896.71;30;50;66
441;-3.02;42;896.05;40;65;91
444;-3.00;42;895.82;42;66;94
444;-2.95;42;895.77;45;73;105
442;-2.94;41;895.96;46;74;106
435;-2.94;41;896.76;46;73;109
430;-2.93;41;897.33;45;71;108
415;-2.92;41;898.97;40;61;90
403;-2.88;41;900.26;39;58;87
392;-2.88;41;901.44;39;58;83
393;-2.87;41;901.31;39;59;84
391;-2.82;41;901.53;40;66;99
391;-2.81;41;901.50;40;68;100
391;-2.81;41;901.53;45;74;106
391;-2.81;41;901.59;45;74;105
390;-2.79;41;901.61;45;74;103
388;-2.79;41;901.84;45;74;103
385;-2.77;40;902.22;43;73;102
377;-2.75;40;903.09;40;70;97
368;-2.69;40;904.04;33;56;80
362;-2.61;40;904.70;30;52;73
361;-2.54;39;904.78;17;32;39
361;-2.48;39;904.88;17;32;39
360;-2.42;39;904.96;13;26;33
359;-2.38;39;905.02;13;26;33
358;-2.32;38;905.15;7;16;21
359;-2.31;38;905.04;7;16;21
357;-2.28;38;905.25;4;10;10
356;-2.21;38;905.34;4;10;10
355;-2.13;38;905.45;4;10;11
355;-2.07;38;905.52;4;10;11
353;-1.98;38;905.66;5;10;11
353;-1.93;37;905.75;5;10;11
350;-1.86;37;906.03;7;10;11
349;-1.89;37;906.19;7;10;11
348;-1.85;37;906.29;7;11;13
348;-1.88;37;906.32;7;11;13
347;-1.85;37;906.40;7;11;13
346;-1.79;37;906.50;7;11;13
343;-1.77;37;906.82;7;10;11
342;-1.72;37;906.87;7;10;11
342;-1.72;37;906.95;4;8;10
341;-1.78;37;907.07;4;8;10
342;-1.72;37;906.94;4;10;14
341;-1.66;37;907.05;4;10;14
340;-1.59;37;907.15;7;14;17
339;-1.58;37;907.22;7;14;17
336;-1.63;37;907.56;7;17;20
335;-1.60;37;907.63;8;20;25
335;-1.57;37;907.71;10;22;23
336;-1.59;37;907.56;10;22;22
335;-1.66;37;907.71;11;22;26
335;-1.70;37;907.65;11;20;25
335;-1.80;37;907.64;14;25;34
334;-1.81;37;907.74;14;25;34
334;-1.88;37;907.83;19;29;40
333;-1.93;37;907.94;19;29;40
332;-1.89;38;908.01;22;31;44
331;-1.90;38;908.08;22;31;44
330;-1.92;38;908.19;23;31;46
330;-1.91;38;908.29;23;31;46
329;-1.93;38;908.34;25;34;47
328;-1.93;38;908.47;25;34;47
327;-2.04;38;908.62;29;38;56
324;-2.21;38;908.94;29;38;56
324;-2.24;39;908.93;31;49;71
323;-2.26;39;909.11;34;53;76
322;-2.32;39;909.11;46;75;111
321;-2.31;40;909.24;49;79;115
321;-2.33;40;909.19;58;95;130
320;-2.35;40;909.29;58;95;130
320;-2.36;40;909.35;54;86;121
319;-2.36;40;909.44;52;85;116
318;-2.40;40;909.52;46;77;109
315;-2.39;40;909.83;45;74;106
317;-2.50;40;909.68;46;75;107
316;-2.52;40;909.77;46;75;107
315;-2.48;40;909.85;49;77;108
315;-2.49;40;909.94;49;76;104
314;-2.47;40;909.95;49;74;108
314;-2.47;41;909.99;51;76;109
313;-2.46;41;910.09;49;75;112
313;-2.46;41;910.15;49;75;112
312;-2.45;41;910.23;49;77;115
310;-2.44;41;910.43;49;77;115
308;-2.51;41;910.67;47;75;108
308;-2.52;41;910.68;47;74;107
306;-2.61;41;910.89;46;71;97
305;-2.71;41;910.96;46;71;99
304;-2.78;42;911.04;49;78;106
305;-2.80;42;910.94;50;80;107
304;-2.75;42;911.07;54;89;118
303;-2.76;42;911.26;54;89;118
301;-2.76;43;911.45;59;96;129
300;-2.75;43;911.57;59;97;129
298;-2.76;43;911.71;55;91;123
300;-2.77;43;911.59;58;94;129
298;-2.79;43;911.72;65;106;141
297;-2.79;43;911.80;66;110;145
297;-2.80;43;911.93;78;129;173
295;-2.80;43;912.07;78;129;173
294;-2.84;44;912.21;78;135;178
292;-2.82;44;912.42;78;135;176
288;-2.81;43;912.82;68;121;169
289;-2.83;43;912.71;65;118;171
288;-2.84;43;912.87;57;98;153
287;-2.80;43;912.94;51;89;139
287;-2.78;43;912.99;48;76;117
284;-2.82;43;913.29;48;74;112
284;-2.81;43;913.25;48;76;111
284;-2.81;43;913.25;49;77;114
284;-2.81;43;913.29;60;101;139
285;-2.88;43;913.22;60;101;142
284;-2.86;43;913.26;57;95;148
283;-2.87;43;913.41;57;95;148
284;-2.89;43;913.28;51;82;130
281;-2.83;43;913.50;51;83;130
279;-2.82;43;913.87;52;95;124
279;-2.82;42;913.83;54;96;123
279;-2.83;42;913.86;63;110;127
277;-2.84;42;914.05;63;110;127
279;-2.90;42;913.88;60;101;127
279;-2.87;42;913.85;60;98;121
279;-2.88;42;913.88;49;77;111
278;-2.85;42;913.99;48;74;111
276;-2.82;42;914.24;48;76;110
272;-2.83;43;914.66;48;79;116
272;-2.81;43;914.60;54;91;129
272;-2.81;43;914.57;54;91;129
272;-2.86;43;914.67;60;98;138
273;-2.87;43;914.55;61;102;142
272;-2.89;43;914.64;58;99;136
271;-2.90;43;914.69;54;95;130
270;-2.91;43;914.84;54;89;121
264;-2.83;43;915.49;54;89;121
267;-2.86;43;915.19;53;86;123
267;-2.79;43;915.22;53;86;123
262;-2.75;43;915.76;55;88;119
263;-2.71;42;915.61;54;86;114
263;-2.71;42;915.65;57;92;116
260;-2.70;42;915.96;60;95;122
262;-2.70;42;915.78;58;98;128
259;-2.81;42;916.06;57;98;129
260;-2.76;42;915.94;56;96;128
261;-2.73;42;915.89;51;87;116
260;-2.75;42;916.01;47;76;106
258;-2.74;42;916.21;47;76;109
258;-2.76;42;916.22;41;66;96
257;-2.76;42;916.27;43;68;100
255;-2.72;42;916.46;45;71;99
254;-2.69;43;916.62;45;71;99
252;-2.67;43;916.81;50;81;111
251;-2.63;43;916.99;55;87;118
246;-2.60;44;917.47;77;130;167
241;-2.57;44;918.07;81;136;176
234;-2.54;44;918.88;86;144;185
230;-2.52;44;919.27;81;139;176
229;-2.49;44;919.40;77;125;170
227;-2.47;44;919.65;77;124;166
222;-2.44;44;920.21;74;117;158
215;-2.42;44;920.96;71;115;160
205;-2.41;44;922.01;69;114;158
197;-2.38;44;922.99;66;108;144
190;-2.37;44;923.75;59;99;135
181;-2.34;44;924.76;59;99;138
174;-2.34;44;925.48;57;99;144
167;-2.34;45;926.30;60;105;151
159;-2.32;45;927.13;62;108;157
153;-2.31;45;927.86;73;125;176
145;-2.29;46;928.77;76;130;184
138;-2.30;46;929.53;80;138;193
131;-2.29;46;930.36;83;142;197
124;-2.30;47;931.11;87;151;212
118;-2.27;47;931.73;87;150;206
108;-2.26;47;932.95;87;150;204
102;-2.32;48;933.63;87;153;210
94;-2.36;49;934.46;102;179;251
85;-2.39;49;935.48;108;190;266
78;-2.41;50;936.27;116;202;289
73;-2.43;50;936.84;116;202;289
66;-2.50;51;937.62;141;252;377
60;-2.49;51;938.25;139;251;373
53;-2.46;51;939.10;147;268;380
45;-2.44;52;940.04;152;271;383
33;-2.46;52;941.41;141;250;341
25;-2.43;52;942.25;141;250;341
14;-2.48;52;943.54;135;239;346
9;-2.49;53;944.07;124;218;318
1;-2.53;53;944.97;129;228;333
-2;-2.53;53;945.29;135;240;347
2;-2.53;54;944.89;134;234;334
1;-2.55;54;945.00;134;234;334
3;-2.57;54;944.76;149;260;363
3;-2.59;54;944.74;149;260;372
3;-2.61;55;944.77;151;265;408
4;-2.62;55;944.70;154;270;426
3;-2.64;55;944.81;161;288;459
3;-2.66;55;944.79;163;297;457
3;-2.68;55;944.72;163;288;436
3;-2.69;55;944.74;163;288;436
4;-2.72;56;944.61;160;286;418
-1;-2.72;56;945.23;154;274;409
-3;-2.76;56;945.46;147;260;401
-3;-2.76;56;945.48;148;268;415
-3;-2.71;56;945.46;154;280;445
-2;-2.68;56;945.34;160;294;465
-2;-2.67;56;945.35;161;293;472
-2;-2.65;56;945.35;163;300;490
-2;-2.62;56;945.32;167;294;471
-2;-2.60;55;945.34;164;288;453
-2;-2.58;55;945.33;166;291;435
-2;-2.57;55;945.34;168;294;424
-2;-2.55;55;945.31;163;291;420
-2;-2.53;55;945.34;163;291;420
-2;-2.51;55;945.33;167;298;444
-2;-2.50;55;945.33;167;298;444
-2;-2.48;55;945.33;164;296;444
-2;-2.47;55;945.31;164;296;444
-2;-2.46;55;945.30;164;294;423
-2;-2.44;55;945.29;164;293;421
-2;-2.43;55;945.28;165;292;420
-2;-2.41;55;945.37;160;288;416
-2;-2.41;54;945.35;155;278;394
-2;-2.39;54;945.32;155;280;401
-2;-2.40;54;945.35;156;272;410
-2;-2.38;54;945.35;159;274;411
-2;-2.37;54;945.34;159;278;430
-2;-2.36;54;945.36;159;278;430
-2;-2.36;54;945.35;162;286;450
-3;-2.34;54;945.40;162;286;450
-2;-2.34;54;945.36;162;280;447
-2;-2.34;54;945.36;162;280;447
-3;-2.33;54;945.39;162;280;454
-3;-2.33;54;945.39;162;282;444
-3;-2.32;54;945.39;162;291;420
-3;-2.32;54;945.39;160;289;417
-3;-2.31;54;945.40;159;298;408
-2;-2.30;54;945.34;160;298;407
-2;-2.29;54;945.36;159;295;411
-2;-2.28;54;945.35;158;294;409
-2;-2.26;54;945.35;155;292;409
-2;-2.26;54;945.31;155;292;409
-2;-2.25;54;945.33;158;293;426
-2;-2.25;54;945.31;161;289;419
-2;-2.23;55;945.36;159;290;419
-2;-2.22;55;945.30;159;285;408
-2;-2.21;54;945.32;155;281;416
-2;-2.20;54;945.33;155;281;416
-2;-2.18;54;945.35;152;277;413
-2;-2.17;55;945.35;153;278;414
-2;-2.15;55;945.36;149;274;415
-2;-2.14;55;945.38;149;274;415
-2;-2.13;55;945.37;150;273;421
-2;-2.11;55;945.37;150;273;421
-2;-2.12;55;945.36;153;275;416
-2;-2.11;55;945.38;153;275;416
-2;-2.11;55;945.35;151;275;411
-3;-2.10;55;945.40;153;278;413
-2;-2.09;55;945.36;152;277;424
-3;-2.08;55;945.39;150;280;433
-3;-2.09;55;945.39;155;283;444
-2;-2.08;54;945.37;158;283;446
-2;-2.08;54;945.35;160;292;432
-2;-2.07;54;945.36;160;292;432
-2;-2.06;54;945.35;160;292;440
-2;-2.06;54;945.38;160;292;440
-2;-2.05;54;945.38;158;285;427
-2;-2.06;54;945.37;155;282;428
-3;-2.05;54;945.47;157;285;419
-4;-2.03;54;945.52;156;284;422
-4;-2.03;54;945.50;154;282;405
-4;-2.02;54;945.51;155;283;406
-4;-2.01;54;945.52;161;286;404
-4;-2.00;54;945.52;161;286;404
-4;-1.99;54;945.54;159;277;391
-4;-1.98;54;945.49;159;277;391
-3;-1.97;54;945.49;156;274;388
-4;-1.95;53;945.50;156;274;387
-4;-1.95;53;945.51;151;266;378
-3;-1.94;54;945.49;151;266;378
-3;-1.93;54;945.49;148;266;369
-3;-1.93;54;945.48;148;266;369
-3;-1.92;54;945.49;145;265;365
-4;-1.92;54;945.53;145;265;365
-5;-1.92;54;945.65;145;264;377
-5;-1.90;54;945.71;145;265;378
-4;-1.90;54;945.57;148;275;396
-5;-1.90;54;945.65;153;281;402
-4;-1.89;54;945.58;154;286;411
-4;-1.89;53;945.53;154;286;411
-3;-1.89;53;945.45;157;282;414
-3;-1.89;53;945.49;157;282;414
-3;-1.87;53;945.45;160;284;431
-4;-1.87;53;945.50;160;284;431
-4;-1.86;53;945.54;160;283;440
-4;-1.86;53;945.58;160;283;440
-4;-1.86;54;945.59;160;280;436
-7;-1.89;54;945.94;158;285;437
-8;-1.92;54;945.99;168;301;451
-9;-1.94;54;946.13;171;311;456
-6;-1.97;54;945.79;185;339;489
-7;-2.00;55;945.94;192;349;506
-9;-2.01;55;946.15;190;343;514
-7;-2.05;55;945.90;190;343;514
-8;-2.08;55;945.98;201;368;561
-9;-2.10;55;946.07;203;376;568
-9;-2.13;55;946.13;202;376;572
-7;-2.14;55;945.92;200;373;568
-7;-2.18;55;945.88;201;376;560
-9;-2.20;55;946.11;200;374;557
-9;-2.21;55;946.11;200;364;547
-9;-2.24;55;946.07;199;361;538
-9;-2.27;55;946.10;194;370;536
-9;-2.29;56;946.09;194;370;530
-8;-2.32;56;946.01;197;379;527
-8;-2.34;56;945.98;197;379;527
-8;-2.37;56;946.05;199;390;552
-8;-2.40;56;946.03;202;388;544
-9;-2.46;56;946.10;198;366;530
-9;-2.48;56;946.16;203;369;532
-10;-2.49;56;946.25;199;369;540
-9;-2.50;56;946.17;196;366;543
-10;-2.52;56;946.19;208;379;555
-8;-2.56;56;945.98;211;388;558
-8;-2.59;56;946.00;207;372;541
-9;-2.59;57;946.09;205;370;526
-8;-2.60;57;946.05;205;375;525
-8;-2.63;57;946.02;202;370;529
-9;-2.64;57;946.10;201;366;532
-9;-2.64;57;946.10;201;366;532
-6;-2.68;57;945.84;204;387;567
-7;-2.68;57;945.91;202;385;564
-6;-2.70;57;945.79;205;394;556
-7;-2.72;57;945.87;205;397;559
-7;-2.74;57;945.88;211;403;577
-7;-2.74;57;945.95;211;403;577
-7;-2.75;57;945.94;213;406;607
-8;-2.76;57;946.05;213;406;607
-8;-2.76;57;946.03;211;405;607
-9;-2.77;57;946.11;211;405;607
-9;-2.79;58;946.12;211;397;607
-9;-2.80;58;946.10;211;397;607
-9;-2.80;58;946.09;205;382;571
-9;-2.81;58;946.12;202;370;565
-9;-2.82;58;946.12;205;378;555
-8;-2.82;58;946.03;201;373;555
-9;-2.83;58;946.06;205;388;568
-8;-2.85;58;946.05;205;388;568
-8;-2.86;58;945.98;205;388;565
-1;-2.89;58;945.25;207;387;568
6;-2.91;58;944.44;199;376;547
13;-2.92;58;943.61;196;370;541
25;-2.92;58;942.29;193;360;510
34;-2.92;58;941.28;190;364;519
40;-2.93;58;940.57;195;378;526
47;-2.94;58;939.77;195;378;526
55;-2.96;58;938.89;195;375;538
64;-3.00;58;937.90;199;373;540
74;-2.99;58;936.70;195;354;516
85;-3.04;58;935.53;190;348;511
93;-3.08;58;934.54;183;327;463
93;-3.10;57;934.63;183;327;463
92;-3.12;57;934.76;174;313;466
90;-3.13;57;934.87;174;313;466
90;-3.15;57;934.91;171;301;454
90;-3.17;57;934.96;174;306;451
90;-3.18;57;934.93;171;297;436
90;-3.19;57;934.96;171;298;435
90;-3.20;57;934.98;169;301;415
