Altitude_m;Temperature_degC;Humidity_%;Pressure_hPa;PM1_ug/m3;PM2.5_ug/m3;PM10_ug/m3
95;0.74;52;919.81;121;207;275
96;0.64;52;919.78;121;207;275
96;0.53;53;919.75;118;204;273
96;0.44;53;919.75;118;204;273
96;0.31;53;919.75;118;203;270
95;0.26;54;919.80;118;203;270
95;0.19;54;919.80;116;197;265
96;0.09;54;919.75;117;198;266
95;0.02;54;919.81;110;197;278
95;-0.04;55;919.82;112;199;273
95;-0.10;55;919.79;112;206;284
95;-0.17;55;919.80;115;209;292
96;-0.21;55;919.76;119;212;292
95;-0.23;56;919.83;121;216;295
95;-0.24;56;919.81;123;215;292
96;-0.27;56;919.76;126;218;297
96;-0.33;56;919.73;125;219;295
96;-0.36;56;919.76;125;219;295
95;-0.39;56;919.81;122;214;287
95;-0.41;56;919.80;121;213;294
95;-0.54;57;919.86;113;200;281
94;-0.53;57;919.89;112;197;283
94;-0.54;57;919.96;112;202;294
94;-0.55;57;919.93;113;203;295
94;-0.57;57;919.92;113;205;276
94;-0.60;57;919.95;113;205;276
94;-0.61;57;919.96;110;206;289
94;-0.64;57;919.99;111;207;290
94;-0.66;57;919.95;110;205;279
94;-0.68;58;919.96;110;202;280
94;-0.68;58;919.93;112;206;292
94;-0.71;58;919.89;111;205;294
94;-0.73;58;919.91;114;211;297
94;-0.75;58;919.90;114;211;297
94;-0.78;58;919.90;114;211;300
94;-0.80;58;919.90;114;211;300
94;-0.82;58;919.91;115;211;292
94;-0.84;58;919.90;115;211;292
94;-0.86;59;919.94;118;208;292
95;-0.88;59;919.87;118;208;292
95;-0.89;59;919.87;115;203;294
95;-0.90;59;919.86;115;203;297
95;-0.90;59;919.89;110;198;287
95;-0.92;59;919.83;110;196;293
95;-0.93;59;919.82;111;196;300
96;-0.94;59;919.77;112;199;298
102;-0.95;59;919.09;109;194;302
112;-0.96;59;917.94;109;194;302
129;-0.96;59;916.10;108;191;293
140;-1.00;60;914.88;108;191;293
152;-1.04;60;913.50;108;192;283
163;-1.06;60;912.34;107;192;274
175;-1.06;60;910.94;103;180;253
187;-1.03;60;909.70;98;174;243
198;-0.97;60;908.49;88;155;214
200;-0.92;59;908.23;88;155;214
198;-0.87;59;908.41;88;155;214
197;-0.83;59;908.51;85;148;204
197;-0.77;58;908.52;85;148;204
197;-0.70;58;908.55;86;140;184
197;-0.64;58;908.58;86;142;188
197;-0.60;58;908.61;87;148;200
196;-0.56;57;908.66;89;152;205
196;-0.51;57;908.63;89;156;215
197;-0.47;57;908.61;87;158;216
198;-0.40;57;908.44;89;162;220
196;-0.38;57;908.67;89;162;220
196;-0.35;57;908.68;90;167;220
196;-0.31;57;908.67;90;167;220
196;-0.27;56;908.63;88;160;216
196;-0.24;56;908.64;90;165;222
196;-0.18;56;908.64;89;164;217
196;-0.14;56;908.65;89;164;217
197;-0.09;56;908.55;89;162;218
197;-0.04;56;908.51;89;162;218
196;0.02;56;908.63;91;163;219
196;0.05;55;908.67;91;163;227
195;0.09;55;908.74;93;161;233
196;0.12;55;908.70;92;161;233
196;0.15;55;908.68;89;153;221
196;0.18;55;908.71;89;154;222
196;0.21;55;908.63;87;150;208
196;0.25;55;908.64;87;147;212
197;0.27;55;908.60;83;141;199
196;0.29;55;908.65;84;142;197
196;0.31;54;908.66;86;142;211
197;0.33;54;908.60;86;141;198
196;0.35;54;908.63;86;140;208
197;0.37;54;908.60;86;140;208
196;0.40;54;908.62;86;141;201
197;0.42;54;908.55;86;141;201
197;0.44;54;908.59;83;140;201
196;0.47;54;908.63;83;140;201
197;0.49;54;908.58;82;144;200
196;0.50;54;908.67;82;144;200
196;0.51;54;908.64;85;152;210
197;0.53;54;908.62;85;153;207
196;0.54;54;908.68;87;156;217
196;0.56;54;908.65;89;155;206
196;0.57;54;908.67;93;155;207
196;0.58;53;908.67;93;155;207
196;0.59;53;908.69;94;153;204
196;0.61;53;908.65;94;153;197
196;0.62;53;908.68;96;152;215
196;0.63;53;908.64;94;150;215
196;0.64;53;908.62;91;148;211
197;0.64;53;908.57;89;148;216
200;0.62;53;908.27;85;143;218
206;0.60;53;907.62;85;145;217
213;0.59;53;906.76;84;147;234
220;0.58;53;906.03;83;149;232
227;0.59;53;905.26;85;152;234
234;0.59;52;904.52;84;149;229
241;0.59;52;903.78;81;142;204
246;0.61;52;903.20;81;137;194
252;0.60;51;902.58;80;137;191
257;0.62;51;902.02;80;137;191
262;0.62;50;901.45;80;137;194
265;0.63;50;901.07;78;137;197
269;0.63;50;900.72;77;136;203
269;0.65;49;900.63;77;132;197
275;0.68;48;900.02;69;121;178
279;0.70;48;899.53;69;121;178
284;0.72;48;899.05;61;107;150
284;0.73;47;899.01;58;105;143
284;0.76;47;899.00;57;99;132
284;0.79;47;899.04;58;99;130
284;0.81;46;899.03;58;96;124
284;0.84;46;899.07;61;96;124
284;0.87;46;899.08;62;99;130
284;0.88;46;899.09;62;99;130
279;0.91;46;899.57;61;99;135
273;0.91;46;900.25;61;99;135
266;0.90;46;901.01;61;102;143
259;0.91;46;901.72;62;106;148
251;0.90;46;902.59;59;107;152
248;0.89;47;902.93;62;112;157
254;0.88;47;902.31;69;123;167
262;0.87;47;901.43;69;125;172
271;0.88;47;900.47;73;126;169
280;0.89;47;899.53;72;121;167
290;0.90;46;898.40;61;106;148
299;0.91;46;897.36;58;102;142
310;0.91;44;896.22;46;81;117
320;0.93;43;895.16;45;72;106
331;0.95;41;893.96;42;69;101
342;0.98;40;892.78;39;65;95
354;1.02;39;891.42;20;36;50
365;1.05;39;890.21;16;26;38
377;1.11;38;888.96;5;13;14
381;1.21;37;888.54;5;13;14
381;1.36;37;888.55;5;15;19
380;1.47;36;888.61;5;15;20
380;1.53;36;888.66;6;13;19
379;1.57;36;888.67;6;13;19
379;1.61;36;888.71;6;12;17
379;1.65;36;888.70;6;12;17
379;1.75;35;888.77;5;12;16
379;1.82;35;888.77;5;12;16
378;1.93;35;888.81;5;10;14
378;1.99;35;888.81;5;11;15
378;2.08;34;888.82;5;9;13
378;2.12;34;888.81;5;9;13
378;2.20;34;888.80;6;10;13
378;2.24;34;888.81;6;10;13
378;2.31;34;888.83;6;12;13
378;2.35;34;888.79;6;12;13
378;2.41;33;888.80;8;12;14
378;2.44;33;888.81;8;12;14
378;2.49;33;888.78;9;13;16
378;2.53;33;888.82;9;13;16
379;2.56;33;888.74;9;12;16
378;2.57;33;888.79;9;12;16
379;2.57;33;888.77;9;12;16
379;2.57;33;888.75;9;12;16
378;2.58;33;888.80;8;12;16
379;2.59;33;888.78;8;12;16
379;2.61;33;888.76;6;10;13
379;2.63;33;888.72;6;10;13
379;2.65;33;888.71;6;13;20
379;2.67;33;888.75;6;14;20
379;2.69;33;888.76;9;20;31
379;2.71;33;888.76;9;23;31
379;2.72;33;888.72;10;25;30
379;2.74;33;888.73;10;25;30
379;2.76;32;888.72;10;24;28
379;2.78;32;888.69;10;24;28
379;2.80;32;888.70;8;21;26
379;2.81;32;888.69;8;21;26
380;2.83;32;888.67;8;17;22
379;2.84;32;888.69;8;17;22
380;2.85;32;888.67;8;16;21
379;2.87;32;888.68;8;16;21
379;2.88;32;888.70;6;10;17
379;2.89;32;888.66;6;10;17
379;2.89;32;888.67;8;10;17
380;2.90;32;888.67;8;10;17
380;2.91;31;888.65;8;9;12
380;2.92;32;888.67;8;9;12
391;2.94;32;887.45;8;10;12
400;2.95;32;886.58;8;10;12
413;2.96;31;885.09;8;10;12
423;2.97;31;883.95;8;10;12
438;2.99;30;882.35;8;10;13
450;2.98;30;881.13;8;10;13
465;2.99;29;879.50;6;9;14
473;2.98;29;878.64;6;9;14
474;2.99;28;878.48;5;8;13
474;2.99;28;878.54;5;8;13
473;3.01;28;878.59;5;6;10
473;3.01;28;878.58;5;6;10
473;3.02;28;878.62;4;4;9
473;3.02;28;878.62;4;4;9
472;3.02;28;878.74;2;4;8
472;3.02;28;878.70;2;4;8
472;3.00;28;878.78;1;2;3
471;3.00;28;878.79;1;2;4
472;3.01;28;878.77;1;2;4
472;3.01;28;878.74;1;2;4
472;3.01;28;878.73;1;2;2
472;3.01;28;878.73;1;2;2
472;3.01;27;878.73;1;2;2
472;3.00;27;878.72;1;2;2
472;3.01;27;878.70;1;1;1
472;3.01;27;878.75;1;1;1
472;3.00;27;878.72;1;1;1
472;3.00;27;878.72;1;1;1
472;2.99;26;878.75;1;1;1
472;3.00;26;878.72;1;1;1
472;3.00;27;878.70;1;1;1
472;3.00;26;878.71;1;1;1
472;2.99;26;878.73;0;1;1
472;3.00;26;878.71;0;1;1
472;3.00;26;878.71;0;1;1
472;2.99;26;878.74;0;1;1
472;2.99;26;878.73;0;1;2
472;2.99;26;878.73;0;1;2
472;3.00;26;878.74;0;1;3
472;3.00;26;878.75;0;1;3
472;3.00;26;878.74;1;1;2
472;3.00;26;878.73;1;1;2
472;3.01;26;878.77;1;1;2
472;3.02;26;878.73;1;1;2
473;3.03;26;878.66;1;1;2
472;3.03;26;878.73;1;1;2
472;3.03;26;878.70;1;1;1
472;3.03;26;878.72;1;1;1
472;3.02;26;878.73;1;1;2
472;3.02;27;878.72;1;1;2
472;3.02;26;878.71;1;2;6
472;3.01;26;878.72;1;2;6
472;3.00;27;878.68;2;3;10
472;3.00;27;878.69;2;3;10
472;3.00;27;878.72;2;5;11
472;2.99;27;878.73;2;5;11
472;2.99;27;878.72;3;6;13
472;2.99;27;878.72;3;6;13
472;2.99;26;878.72;3;7;14
474;2.97;26;878.56;3;7;14
464;2.99;26;879.55;2;6;9
457;3.00;25;880.32;2;6;9
448;3.01;25;881.34;2;3;6
440;3.02;25;882.13;2;3;6
431;3.01;26;883.13;2;3;5
424;3.02;26;883.83;2;3;5
415;3.01;27;884.85;3;5;7
408;3.02;28;885.58;3;5;7
398;3.01;28;886.63;5;7;10
392;3.02;29;887.30;5;7;10
381;3.02;29;888.46;7;11;14
373;3.02;30;889.33;7;11;14
363;3.02;30;890.48;9;14;15
357;3.02;30;890.97;9;14;15
345;3.01;30;892.35;10;17;20
339;3.01;30;893.11;10;17;20
328;2.98;30;894.24;9;15;18
320;2.96;29;895.17;9;15;18
308;2.92;30;896.37;9;14;18
302;2.92;30;897.06;9;14;18
292;2.90;31;898.22;10;16;24
284;2.88;32;899.00;14;23;33
276;2.86;32;899.89;28;49;66
269;2.84;33;900.68;32;53;74
261;2.82;35;901.51;44;72;100
257;2.76;35;901.94;46;78;104
250;2.68;36;902.74;54;88;121
242;2.62;37;903.60;54;88;121
236;2.57;38;904.31;64;103;130
228;2.47;39;905.21;64;103;129
218;2.40;40;906.20;71;120;163
213;2.34;41;906.78;74;126;166
206;2.24;42;907.62;82;145;207
196;2.16;43;908.62;82;145;207
185;2.11;43;909.83;93;160;220
178;2.07;44;910.66;93;160;220
174;1.99;45;911.15;93;159;214
165;1.85;45;912.04;93;157;213
157;1.79;46;912.93;90;149;195
149;1.71;47;913.84;89;149;198
140;1.66;47;914.80;92;158;213
133;1.65;48;915.61;96;165;221
123;1.58;48;916.71;101;171;242
116;1.52;49;917.49;101;171;242
111;1.44;49;918.05;112;191;267
106;1.31;49;918.59;112;194;284
96;1.17;50;919.77;120;229;340
89;1.05;50;920.47;121;228;340
77;0.97;50;921.80;135;265;388
70;0.94;50;922.56;135;265;388
61;0.87;50;923.57;140;270;387
56;0.76;51;924.20;140;270;387
46;0.62;51;925.30;147;273;384
41;0.52;51;925.82;147;273;384
33;0.41;52;926.79;142;264;366
24;0.29;52;927.70;141;259;363
17;0.20;52;928.57;144;260;373
11;0.12;53;929.17;143;258;375
6;0.09;53;929.73;156;288;442
1;0.02;54;930.29;156;288;442
-1;0.01;54;930.56;163;299;457
-1;0.02;54;930.58;163;299;457
-2;0.03;54;930.68;166;312;467
-2;0.04;55;930.62;166;312;467
-2;0.03;55;930.66;167;316;475
-2;0.00;55;930.64;167;316;475
-1;0.00;56;930.59;173;315;482
-2;0.03;56;930.63;173;315;482
-1;0.07;57;930.60;167;307;471
-2;0.11;57;930.64;167;307;471
-2;0.15;58;930.62;164;304;458
-2;0.16;58;930.62;162;300;453
-2;0.19;58;930.65;154;283;440
-2;0.21;58;930.66;154;283;440
-2;0.25;58;930.64;151;271;415
-2;0.26;58;930.62;151;271;415
-2;0.31;59;930.64;140;261;385
-2;0.32;59;930.65;141;261;386
-2;0.36;59;930.68;138;256;357
-2;0.39;59;930.70;138;257;359
-2;0.41;59;930.68;141;256;361
-2;0.46;59;930.67;138;253;365
-2;0.48;60;930.68;137;252;381
-2;0.50;60;930.68;135;247;381
-2;0.53;60;930.70;133;247;371
-2;0.56;60;930.67;133;247;371
-2;0.60;60;930.66;133;252;370
-2;0.64;60;930.64;134;252;372
-2;0.68;60;930.64;131;245;357
-2;0.71;60;930.68;131;248;364
-2;0.77;60;930.65;131;258;373
-2;0.82;60;930.63;133;258;365
-2;0.87;60;930.62;134;257;356
-2;0.93;60;930.66;135;259;360
-2;1.03;60;930.64;150;283;381
-1;1.07;60;930.60;167;302;407
-2;1.11;60;930.61;239;409;546
-2;1.20;60;930.66;253;437;580
-2;1.26;60;930.62;284;478;655
